ID,join_date,YOB,education,martial_status,Income,Kidhome,Teenhome,Recency,Complain,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response
7592,2013-04-18,1946-01-01,PhD,Married,51012.0,0,0,86,0,4,1,4,6,102,9,63,2,9,24,1,0,0,0,0,0,0
8895,2012-10-05,1985-01-01,Graduation,Single,70596.0,0,0,68,0,3,5,12,2,347,44,534,17,0,26,1,0,0,0,0,0,0
8584,2013-06-08,1952-01-01,PhD,Together,85431.0,0,0,54,0,2,7,7,0,376,53,462,168,53,53,1,0,0,0,0,0,0
2694,2014-03-18,1967-01-01,Graduation,Married,42664.0,0,1,44,0,1,0,3,6,21,0,3,0,0,0,1,0,0,0,0,0,0
8910,2012-10-29,1955-01-01,Graduation,Together,42586.0,1,1,7,0,4,1,6,8,194,2,56,0,0,0,5,0,0,0,0,0,1
7433,2012-08-29,1985-01-01,Graduation,Single,29760.0,1,0,87,0,3,1,4,8,64,4,68,7,5,17,4,0,0,0,0,0,0
164,2012-10-13,1977-01-01,PhD,Married,28973.0,0,0,59,0,5,1,5,8,206,0,46,3,2,12,2,0,0,0,0,0,0
10477,2013-08-06,1973-01-01,PhD,Together,39435.0,1,0,16,0,3,1,2,7,71,0,18,0,0,13,1,0,0,0,0,0,0
2681,2013-08-01,1984-01-01,2n Cycle,Married,65370.0,0,0,1,0,2,3,13,1,71,22,112,138,89,29,1,0,0,0,0,0,0
5150,2012-12-17,1979-01-01,Basic,Single,20194.0,1,0,64,0,2,0,3,6,0,4,7,11,10,15,2,0,0,0,0,0,0
5283,2014-02-17,1976-01-01,PhD,Single,42473.0,1,1,72,0,2,1,4,5,93,1,21,0,4,25,3,0,0,0,0,0,0
9645,2012-10-14,1968-01-01,Graduation,Married,64590.0,0,0,98,0,9,4,10,6,920,138,168,36,46,30,1,0,0,0,0,0,0
10678,2013-11-28,1959-01-01,Graduation,Together,71232.0,0,1,91,0,11,2,10,7,653,17,170,34,26,17,2,0,0,0,0,0,0
7261,2013-01-01,1971-01-01,Graduation,Together,34600.0,1,1,8,0,5,2,5,8,199,33,60,8,3,15,5,0,0,0,0,0,1
9648,2012-11-03,1967-01-01,Graduation,Single,46904.0,1,1,20,0,5,1,4,8,153,4,56,0,9,31,4,0,0,0,0,0,0
2870,2012-09-21,1973-01-01,Graduation,Married,49094.0,0,1,6,0,6,3,6,6,376,0,38,11,8,69,5,0,0,0,0,0,0
8008,2013-12-09,1983-01-01,Graduation,Together,36075.0,1,0,54,0,2,0,4,6,46,0,30,12,1,30,1,0,0,0,0,0,0
1513,2012-08-28,1979-01-01,2n Cycle,Together,60839.0,1,1,72,0,2,2,12,8,600,21,128,223,150,128,13,0,0,0,0,0,0
6173,2013-11-02,1979-01-01,Graduation,Together,77298.0,0,1,46,0,6,6,11,3,425,115,292,23,35,79,1,0,0,0,0,0,0
1419,2013-08-05,1950-01-01,Graduation,Together,34026.0,1,1,11,0,2,1,3,5,18,6,15,12,8,17,3,0,0,0,0,0,0
9150,2014-04-12,1963-01-01,PhD,Single,48918.0,1,1,21,0,1,0,4,4,52,0,9,0,0,1,2,0,0,0,0,0,0
7960,2013-08-15,1962-01-01,2n Cycle,Together,82122.0,0,0,89,0,3,9,13,1,734,22,350,151,25,100,1,0,0,0,0,1,0
1250,2014-02-07,1976-01-01,Graduation,Single,37697.0,1,0,82,0,2,1,3,6,34,6,21,11,4,8,1,0,0,0,0,0,0
9905,2013-07-13,1952-01-01,Graduation,Together,34074.0,1,1,69,0,3,3,3,6,135,1,41,10,1,67,5,0,0,1,0,0,0
10691,2013-06-14,1960-01-01,Master,Married,28520.0,1,1,55,0,1,1,2,6,11,0,10,0,2,20,1,0,0,0,0,0,0
7002,2013-10-03,1955-01-01,Graduation,Single,62535.0,0,1,13,0,3,2,8,3,163,48,90,0,45,52,1,0,0,0,0,0,0
2952,2014-04-16,1977-01-01,Master,Single,36273.0,1,0,80,0,3,0,3,6,29,3,30,3,2,9,2,0,0,0,0,0,0
8439,2014-06-06,1964-01-01,Graduation,Together,63404.0,0,2,97,0,6,3,4,4,734,26,70,11,44,17,2,1,0,0,0,0,0
762,2014-05-02,1981-01-01,2n Cycle,Together,75774.0,1,0,27,0,7,5,8,4,340,21,134,258,14,56,1,0,0,0,0,0,0
2831,2014-06-27,1976-01-01,Graduation,Together,78416.0,0,1,99,0,7,7,10,3,453,38,279,188,38,183,2,0,0,0,0,0,0
6977,2012-10-14,1974-01-01,Graduation,Together,75702.0,0,1,87,0,10,5,13,6,1073,0,629,145,37,37,1,0,0,0,0,1,0
6289,2013-04-28,1951-01-01,Master,Together,59385.0,1,1,85,0,3,1,4,5,135,0,10,0,4,36,2,0,0,0,0,0,0
4168,2013-03-20,1966-01-01,Graduation,Single,37070.0,1,1,30,0,5,1,8,7,231,7,137,4,15,39,9,0,0,0,0,0,1
8397,2014-01-10,1951-01-01,Graduation,Married,44689.0,1,1,82,0,1,1,2,7,18,0,5,0,0,11,2,0,0,1,0,0,0
9284,2013-06-08,1958-01-01,Graduation,Together,53977.0,0,1,21,0,5,5,12,5,620,16,165,0,24,82,5,0,0,0,0,0,0
6237,2013-12-07,1966-01-01,PhD,Single,7144.0,0,2,92,0,23,1,1,0,81,4,33,5,2,291,0,0,0,0,0,0,0
3130,2013-06-04,1964-01-01,Graduation,Single,18701.0,1,1,95,0,2,0,4,5,12,4,2,10,6,10,4,0,0,0,0,0,0
1619,2014-04-28,1956-01-01,Graduation,Married,90369.0,0,0,2,0,4,6,6,1,292,51,981,224,23,17,1,0,0,0,0,0,1
1990,2012-11-05,1974-01-01,PhD,Single,63159.0,0,0,74,0,3,5,8,3,965,34,586,89,86,37,1,0,0,1,0,0,0
5513,2012-10-04,1966-01-01,Graduation,Together,37758.0,1,1,49,0,1,0,3,8,27,2,10,0,0,1,2,0,0,0,0,0,0
269,2012-11-16,1963-01-01,PhD,Single,46757.0,0,1,71,0,4,4,7,9,777,30,163,0,51,122,6,0,0,0,0,0,0
8093,2014-06-28,1969-01-01,Master,Married,79734.0,0,0,72,0,4,3,6,1,572,8,232,23,62,17,1,1,0,0,0,0,0
10513,2013-01-20,1992-01-01,Graduation,Together,63207.0,0,0,68,0,2,3,6,7,438,169,565,91,169,70,1,1,0,0,0,0,0
10177,2013-02-14,1954-01-01,Graduation,Divorced,72071.0,0,1,4,0,5,4,8,2,531,69,300,150,138,150,3,0,0,0,0,0,0
2549,2013-07-21,1983-01-01,PhD,Together,21840.0,1,0,80,0,1,0,3,9,17,0,9,0,0,1,1,0,0,0,0,0,0
5782,2013-09-28,1982-01-01,2n Cycle,Together,58582.0,0,1,15,0,9,2,9,5,402,35,106,101,77,42,2,0,0,0,1,0,0
10057,2013-07-19,1951-01-01,Graduation,Single,72282.0,0,0,70,0,5,7,9,7,503,27,419,90,139,153,1,0,0,0,0,0,1
10307,2013-08-31,1956-01-01,Graduation,Married,50387.0,0,2,91,0,6,2,8,5,369,9,87,12,14,34,3,0,0,0,0,0,0
8566,2014-06-15,1961-01-01,PhD,Together,32583.0,1,1,10,0,1,0,2,7,5,0,3,0,0,1,1,0,0,0,0,0,0
2415,2014-04-07,1962-01-01,Graduation,Together,62568.0,0,1,99,0,5,3,5,4,362,17,398,80,35,61,3,1,0,0,0,0,0
5684,2013-10-11,1971-01-01,Master,Divorced,44635.0,1,1,25,0,2,0,3,7,56,0,9,0,0,3,2,0,0,0,0,0,0
8334,2013-10-04,1971-01-01,Master,Single,33316.0,1,1,34,0,2,1,4,6,79,1,31,4,4,12,3,0,0,0,0,0,0
9166,2013-08-09,1968-01-01,Graduation,Married,63967.0,0,1,57,0,4,4,12,2,387,84,141,73,35,162,3,0,0,0,0,0,0
1440,2012-09-04,1978-01-01,2n Cycle,Together,52513.0,0,0,84,0,9,5,9,7,367,17,241,104,188,232,2,0,0,0,0,0,0
78,2013-09-15,1969-01-01,Graduation,Married,25293.0,1,0,51,0,1,1,2,8,15,0,11,0,2,9,1,0,0,0,0,0,0
5441,2013-08-25,1965-01-01,PhD,Widow,54111.0,0,1,97,0,5,2,6,5,267,6,54,8,3,50,2,0,0,0,0,0,0
5302,2013-02-15,1986-01-01,Graduation,Together,78394.0,0,0,13,0,4,6,5,2,298,27,697,216,24,166,1,0,0,0,0,0,1
4687,2013-05-23,1958-01-01,Master,Married,80739.0,0,0,92,0,3,11,9,1,674,92,736,39,0,92,1,0,0,0,0,0,0
1087,2013-05-22,1975-01-01,Master,Together,22669.0,1,0,30,0,4,1,2,9,16,14,36,37,22,48,3,0,0,0,0,0,1
6859,2013-10-08,1987-01-01,Graduation,Single,29236.0,1,0,30,0,4,0,3,9,37,4,24,16,9,9,2,0,0,0,0,0,0
9860,2013-03-15,1959-01-01,Graduation,Together,44911.0,0,1,11,0,4,1,4,7,159,0,22,2,1,31,3,0,0,0,0,0,0
7129,2013-02-17,1962-01-01,PhD,Married,54693.0,0,1,72,0,6,4,13,6,686,17,142,23,26,35,8,0,0,0,0,0,0
5866,2014-03-20,1974-01-01,Graduation,Together,48186.0,1,0,39,0,4,1,4,7,97,3,66,12,7,34,3,0,0,0,0,0,0
10521,2013-09-11,1977-01-01,Graduation,Married,54809.0,1,1,0,0,2,1,5,4,63,6,57,13,13,22,4,0,0,0,0,0,1
7393,2012-12-10,1978-01-01,Graduation,Together,41580.0,1,1,15,0,2,1,3,5,56,5,24,4,0,3,3,0,0,0,0,0,0
7849,2013-09-09,1970-01-01,PhD,Married,80336.0,0,0,12,0,2,9,13,1,209,19,456,160,142,66,1,0,0,0,0,0,0
332,2013-03-22,1957-01-01,Graduation,Married,47743.0,0,1,56,0,4,1,6,6,198,2,43,0,12,20,3,0,0,0,1,0,0
9847,2012-08-03,1955-01-01,2n Cycle,Married,62972.0,0,1,39,0,7,4,3,6,313,15,47,20,0,192,2,0,0,0,0,0,0
531,2012-09-22,1954-01-01,PhD,Divorced,57333.0,0,1,55,0,8,5,9,6,941,14,397,76,58,176,11,0,0,0,0,0,1
9576,2013-02-11,1982-01-01,PhD,Together,32313.0,1,0,60,0,4,0,4,9,86,4,56,2,4,7,3,0,0,0,0,0,0
6906,2013-06-03,1953-01-01,Master,Widow,84953.0,0,0,73,0,3,10,4,2,167,48,602,63,72,72,1,1,0,0,1,1,1
7419,2014-04-23,1968-01-01,Master,Divorced,27071.0,1,0,90,0,2,0,3,6,8,3,19,0,2,3,2,0,0,0,0,0,0
3170,2013-08-31,1957-01-01,Master,Together,68148.0,0,0,86,0,4,4,6,2,389,66,408,37,57,85,1,0,0,0,0,0,0
8527,2013-12-07,1965-01-01,Master,Together,65735.0,1,1,37,0,6,2,6,7,239,7,119,4,15,11,5,0,0,0,0,0,0
7872,2012-09-12,1975-01-01,PhD,Married,86836.0,0,0,7,0,6,10,6,5,179,21,273,0,21,63,1,1,0,1,0,1,1
9931,2014-06-23,1963-01-01,PhD,Married,4023.0,1,1,29,0,0,0,0,19,5,0,1,1,1,1,15,0,0,0,0,0,0
10595,2013-07-08,1990-01-01,Graduation,Married,30093.0,0,0,19,0,2,0,3,7,2,6,28,13,4,16,1,0,0,0,0,0,0
4609,2014-01-11,1966-01-01,PhD,Married,57705.0,0,1,14,0,8,1,6,6,383,0,53,6,4,40,3,0,0,0,0,0,0
5010,2014-02-02,1988-01-01,Graduation,Single,25008.0,1,0,72,0,1,0,3,8,2,8,8,6,1,9,2,0,0,0,0,0,0
4427,2012-09-18,1995-01-01,2n Cycle,Single,83257.0,0,0,56,1,5,10,12,6,536,27,590,38,107,67,1,0,0,1,0,1,1
11148,2013-05-19,1975-01-01,Graduation,Together,22280.0,1,0,85,0,1,0,2,8,2,1,4,3,1,2,1,0,0,0,0,0,0
1168,2012-10-29,1978-01-01,PhD,Married,72159.0,0,0,62,0,4,6,10,2,322,53,899,34,40,53,1,0,0,0,0,0,0
9595,2013-01-11,1961-01-01,Graduation,Together,64260.0,0,0,1,0,4,5,4,3,539,169,816,20,0,30,1,0,0,0,0,0,1
10163,2013-09-10,1984-01-01,PhD,Single,82733.0,0,0,28,0,8,4,7,4,712,50,420,65,38,38,1,0,0,0,0,0,1
2886,2013-08-12,1971-01-01,Master,Divorced,74290.0,0,1,70,0,10,8,10,6,1121,0,72,0,12,12,4,1,0,0,1,0,0
6710,2012-11-17,1951-01-01,Master,Single,58217.0,2,1,84,0,2,0,4,6,68,1,13,3,5,13,1,0,0,0,0,0,0
5316,2013-07-04,1976-01-01,Master,Together,21024.0,0,0,89,0,2,0,4,7,36,4,18,6,2,18,1,0,0,0,0,0,0
9029,2013-01-26,1972-01-01,PhD,Married,70116.0,0,0,73,0,2,8,12,1,707,44,603,95,58,29,1,0,0,0,0,0,0
521,2012-09-18,1985-01-01,Graduation,Together,54006.0,1,0,42,0,8,1,7,7,174,77,203,6,24,97,2,0,0,0,0,0,0
1459,2012-11-07,1966-01-01,PhD,Married,69063.0,0,1,16,0,5,3,5,3,666,35,124,69,8,26,1,0,0,0,0,0,0
10241,2013-12-15,1975-01-01,2n Cycle,Divorced,11448.0,0,0,16,0,1,0,2,6,0,0,0,6,2,6,1,0,0,0,0,0,0
1630,2013-08-07,1979-01-01,Graduation,Single,61825.0,0,1,56,0,4,2,8,4,162,50,100,55,30,27,1,0,0,0,0,0,0
3254,2013-10-14,1971-01-01,Graduation,Married,70886.0,1,0,65,0,5,4,4,2,407,70,239,103,88,53,1,0,0,0,0,0,0
9064,2012-11-09,1982-01-01,Graduation,Married,69109.0,0,0,10,0,6,6,7,4,823,25,459,124,29,95,1,0,0,0,0,1,1
3678,2012-10-07,1973-01-01,Graduation,Widow,60208.0,1,1,13,0,8,3,7,7,488,23,71,15,0,59,11,0,0,0,1,0,1
4227,2013-09-06,1968-01-01,Master,Together,32889.0,1,1,78,0,2,1,3,5,28,0,13,4,2,8,3,0,0,0,0,0,0
9467,2014-05-11,1984-01-01,Graduation,Single,34738.0,1,0,51,0,1,0,3,6,3,2,10,3,0,2,1,0,0,0,0,0,0
8486,2012-10-01,1971-01-01,Master,Together,30538.0,1,0,27,0,9,0,4,10,284,0,52,8,3,20,4,0,0,0,0,0,0
2186,2014-03-10,1977-01-01,2n Cycle,Together,82326.0,0,0,30,0,5,10,6,2,938,142,754,159,81,183,1,1,0,0,1,1,1
3286,2014-03-01,1967-01-01,PhD,Divorced,26642.0,1,0,71,0,2,0,3,6,13,2,15,2,2,8,2,0,0,0,0,0,0
8602,2013-06-12,1964-01-01,Graduation,Divorced,69932.0,0,1,97,0,7,6,11,4,412,172,153,150,105,57,2,0,0,0,0,0,0
3722,2014-04-16,1972-01-01,Graduation,Single,44503.0,1,1,83,0,2,0,3,6,31,1,8,0,0,8,2,0,0,0,0,0,0
6715,2013-01-02,1948-01-01,PhD,Single,60200.0,0,1,3,0,6,2,11,6,502,19,132,0,6,26,6,0,0,0,0,0,0
4796,2014-04-19,1952-01-01,Graduation,Divorced,49638.0,0,1,71,0,1,0,3,2,18,10,3,3,5,0,1,0,0,0,0,0,0
9612,2014-02-07,1987-01-01,2n Cycle,Single,23830.0,0,0,3,0,1,0,3,7,1,8,6,4,8,16,1,0,0,0,0,0,0
3766,2012-08-16,1959-01-01,Master,Widow,33051.0,0,0,15,0,9,1,8,9,100,71,243,108,94,219,3,0,0,0,0,0,1
1399,2014-01-21,1958-01-01,Graduation,Married,72905.0,0,0,52,0,3,7,9,1,407,114,445,181,165,203,1,1,0,0,0,0,0
1570,2013-02-19,1951-01-01,PhD,Together,69702.0,0,1,8,0,7,7,10,4,664,9,240,50,19,57,2,0,0,0,0,0,0
3426,2013-07-15,1975-01-01,Graduation,Divorced,70300.0,1,0,89,0,5,5,13,8,1045,61,338,60,46,46,3,0,0,0,0,0,0
3074,2012-10-15,1984-01-01,PhD,Married,70643.0,0,0,66,0,5,8,4,6,1218,107,304,23,143,33,1,0,0,0,0,0,1
8341,2014-04-30,1969-01-01,PhD,Married,30396.0,1,0,22,0,1,1,2,7,15,0,6,0,1,12,2,0,0,1,0,0,1
5180,2014-04-18,1968-01-01,PhD,Divorced,50616.0,0,1,56,0,4,0,4,7,128,0,16,0,1,4,2,0,0,0,0,0,0
6461,2013-05-19,1969-01-01,Master,Single,62772.0,0,1,74,0,5,6,11,2,581,49,157,43,8,108,1,0,0,0,1,0,0
7679,2014-05-19,1985-01-01,PhD,Single,30298.0,0,0,48,0,1,1,3,3,6,3,12,6,1,0,1,0,0,0,0,0,0
10702,2012-11-03,1984-01-01,Graduation,Single,52413.0,1,0,67,0,7,1,7,7,185,8,133,56,56,12,2,0,0,0,0,0,0
7505,2014-01-19,1957-01-01,PhD,Married,44155.0,1,1,24,0,1,1,2,4,22,1,9,0,0,14,1,0,0,0,0,0,0
5113,2013-11-07,1971-01-01,PhD,Divorced,86979.0,0,0,67,0,5,5,5,2,584,100,835,65,83,35,1,0,0,1,0,0,1
10858,2013-09-09,1975-01-01,Graduation,Together,76532.0,1,1,38,0,9,5,7,5,355,30,177,90,138,30,4,0,0,0,0,0,0
2961,2013-02-26,1982-01-01,Graduation,Married,42081.0,1,0,86,0,6,3,4,6,175,10,110,54,6,27,2,0,0,1,0,0,0
2747,2012-08-31,1988-01-01,PhD,Married,67546.0,0,0,90,0,4,10,5,3,864,134,768,150,38,172,1,0,0,0,0,0,0
3010,2014-05-02,1989-01-01,Master,Together,88420.0,0,0,87,0,4,7,8,1,957,153,612,99,95,153,1,1,0,1,0,1,0
5790,2013-01-27,1985-01-01,Graduation,Married,31158.0,1,0,62,0,2,0,3,8,25,6,16,20,0,5,2,0,0,0,0,0,0
6892,2014-06-03,1968-01-01,Graduation,Divorced,61671.0,0,1,23,0,10,4,6,8,641,7,56,0,0,28,8,1,0,0,1,0,0
1743,2014-05-26,1974-01-01,Graduation,Single,69719.0,0,0,99,0,2,3,5,1,273,86,208,177,14,43,1,0,0,0,0,0,0
3578,2013-10-20,1949-01-01,Graduation,Divorced,49160.0,0,1,29,0,3,1,6,6,122,21,43,25,10,15,2,0,0,0,0,0,0
8462,2012-09-09,1978-01-01,Basic,Together,24882.0,1,0,52,0,1,1,2,6,1,4,10,29,0,36,1,0,0,1,0,0,0
5558,2014-03-31,1954-01-01,PhD,Single,90933.0,0,0,90,0,4,6,4,1,1020,31,430,62,63,79,1,0,0,0,0,1,0
4619,2014-05-28,1945-01-01,PhD,Single,113734.0,0,0,9,0,27,0,0,1,6,2,3,1,262,3,0,0,0,0,0,0,0
8780,2013-06-13,1950-01-01,PhD,Together,59292.0,0,1,71,0,3,5,8,3,378,14,68,19,14,14,2,0,0,0,0,0,0
10789,2013-02-23,1964-01-01,PhD,Married,45759.0,1,1,13,0,2,0,3,7,42,1,18,3,0,4,2,0,0,0,0,0,0
10779,2014-04-13,1983-01-01,Graduation,Single,22148.0,0,0,16,0,1,0,3,7,15,5,14,0,4,11,1,0,0,0,0,0,0
5896,2014-03-18,1987-01-01,Master,Married,73395.0,0,0,94,0,4,4,6,2,272,7,80,20,7,11,1,0,0,0,0,0,0
2337,2013-10-24,1971-01-01,Graduation,Divorced,29819.0,1,0,77,0,3,0,3,6,9,1,24,2,1,2,3,0,0,0,0,0,0
10951,2014-01-25,1968-01-01,Graduation,Married,45688.0,0,1,20,0,3,1,8,4,279,0,18,0,0,9,2,0,0,0,1,0,0
544,2013-05-11,1954-01-01,Graduation,Married,62820.0,0,0,51,0,3,4,6,1,398,61,265,138,61,53,1,0,0,0,0,0,0
17,2013-09-06,1971-01-01,PhD,Married,60491.0,0,1,81,0,6,11,7,5,637,47,237,12,19,76,4,0,0,0,0,0,0
10680,2014-02-05,1986-01-01,Graduation,Together,33235.0,1,0,71,0,3,0,3,7,45,0,16,2,1,6,1,0,0,0,0,0,0
3265,2013-03-19,1959-01-01,Graduation,Married,35701.0,0,0,36,0,1,0,3,6,21,1,9,7,3,5,1,0,0,0,0,0,0
5623,2013-09-26,1980-01-01,Master,Married,31535.0,1,0,95,0,1,1,2,7,15,4,13,0,0,19,1,0,0,1,0,0,0
5832,2014-04-20,1960-01-01,2n Cycle,Together,92556.0,0,0,32,0,3,5,13,0,493,183,352,184,23,28,0,0,0,0,0,0,0
5544,2012-11-10,1970-01-01,Graduation,Single,67384.0,0,1,32,0,7,8,5,5,957,40,175,158,53,107,2,0,0,0,1,0,0
6417,2012-10-14,1971-01-01,Master,Together,80573.0,0,0,85,0,4,6,13,2,829,138,430,60,92,15,1,0,0,0,0,0,0
5831,2012-08-22,1967-01-01,Graduation,Married,77870.0,0,1,93,0,5,5,5,8,1017,50,500,65,50,133,3,1,0,0,1,0,1
7101,2013-01-25,1963-01-01,PhD,Widow,52278.0,0,1,24,0,10,5,10,8,953,0,71,0,0,174,6,0,0,0,0,0,0
10176,2012-08-24,1968-01-01,Graduation,Single,57107.0,0,1,44,0,4,4,8,8,159,0,120,0,0,137,7,0,1,0,1,0,1
2326,2013-02-16,1990-01-01,Graduation,Married,18929.0,0,0,15,0,1,0,4,6,32,0,8,23,4,18,1,0,0,0,0,0,0
4385,2013-05-31,1981-01-01,PhD,Single,36038.0,1,0,82,0,3,0,3,6,23,0,15,0,2,7,2,0,0,0,0,0,0
2929,2013-02-20,1976-01-01,Graduation,Single,20180.0,0,0,27,0,2,1,4,7,18,42,24,15,20,18,1,0,0,0,0,0,0
10686,2012-12-26,1965-01-01,PhD,Together,34230.0,1,1,72,0,1,0,2,7,15,0,4,0,0,2,1,0,0,0,0,0,0
2546,2014-06-22,1977-01-01,2n Cycle,Single,31878.0,0,1,7,0,1,0,4,3,23,4,5,10,5,23,1,0,0,0,0,0,0
3283,2014-01-19,1972-01-01,2n Cycle,Married,70932.0,0,1,57,0,6,2,12,3,200,193,100,46,185,185,2,0,0,0,0,0,0
3138,2012-10-20,1956-01-01,Graduation,Single,91249.0,0,0,84,0,7,9,6,4,1324,27,119,71,108,27,0,1,1,0,1,1,1
4994,2013-10-01,1943-01-01,Master,Single,77598.0,0,0,53,0,7,5,13,3,1193,33,281,129,66,33,1,0,0,0,0,1,0
7966,2013-01-08,1959-01-01,Graduation,Single,80982.0,1,1,48,1,11,5,11,5,505,137,401,104,22,22,3,0,0,0,0,0,0
3112,2013-09-05,1977-01-01,Master,Married,22701.0,1,0,2,0,1,0,3,5,2,4,9,0,4,5,1,0,0,0,0,0,0
10872,2012-11-23,1969-01-01,PhD,Married,55212.0,0,1,65,0,4,2,11,8,1103,0,45,0,0,34,3,0,1,0,1,0,0
2181,2013-06-23,1970-01-01,Graduation,Married,70617.0,0,0,45,0,3,3,7,2,353,61,753,40,46,27,1,0,0,0,0,0,0
1867,2012-11-13,1957-01-01,Graduation,Single,64849.0,0,0,42,0,9,3,6,5,652,48,350,94,84,108,1,0,0,0,0,0,1
1518,2013-06-17,1965-01-01,Master,Married,62694.0,1,1,29,0,9,3,7,7,379,6,157,25,91,91,5,0,0,0,0,0,0
5734,2013-11-20,1974-01-01,PhD,Married,61917.0,1,1,83,0,2,0,4,5,46,4,36,2,2,1,1,0,0,0,0,0,0
2878,2013-09-28,1947-01-01,PhD,Married,67472.0,0,1,93,0,4,2,7,3,162,31,127,8,17,69,2,0,0,0,0,0,0
1458,2014-01-07,1982-01-01,Master,Married,21059.0,1,0,40,0,3,0,3,6,8,3,19,3,3,8,3,0,0,0,0,0,0
7007,2014-04-01,1968-01-01,Master,Married,29543.0,2,0,47,0,3,1,2,7,17,3,18,3,4,18,2,0,0,0,0,0,0
6200,2013-04-08,1951-01-01,Graduation,Married,75903.0,0,1,50,0,6,6,9,3,340,108,185,130,38,100,2,0,0,0,0,0,0
1403,2012-09-06,1975-01-01,2n Cycle,Together,34984.0,1,1,40,0,1,0,3,7,8,4,15,3,5,3,2,0,0,0,0,0,0
4827,2013-03-10,1956-01-01,PhD,Single,54998.0,0,1,3,0,4,2,9,4,154,22,202,39,30,8,5,0,0,0,0,0,1
6250,2012-11-19,1949-01-01,PhD,Widow,54356.0,0,1,62,0,11,2,8,8,710,15,30,20,0,0,3,0,0,0,0,0,1
9291,2014-03-23,1959-01-01,Master,Married,34242.0,0,1,25,0,0,0,3,5,8,2,4,0,0,1,1,0,0,0,0,0,0
2478,2013-08-31,1973-01-01,Graduation,Married,25410.0,1,0,48,0,1,0,4,4,2,2,4,13,13,4,1,0,0,0,0,0,0
1139,2014-02-06,1984-01-01,PhD,Married,73356.0,0,0,56,0,5,11,5,2,1050,14,322,0,14,112,1,1,0,1,0,1,1
5138,2013-01-14,1950-01-01,Graduation,Together,28320.0,0,1,68,0,1,0,3,8,19,1,14,3,2,4,1,0,0,0,0,0,0
5393,2012-08-07,1977-01-01,Graduation,Single,23763.0,1,0,64,0,1,0,3,7,22,0,6,6,2,6,1,0,0,0,0,0,0
10413,2014-04-25,1984-01-01,Graduation,Married,72570.0,0,0,67,0,4,6,12,1,274,83,216,151,141,224,1,0,0,0,0,0,0
5015,2012-09-14,1976-01-01,Master,Married,34529.0,1,0,94,0,2,2,3,7,68,6,38,3,6,41,2,0,0,0,0,0,0
10868,2013-02-06,1951-01-01,Graduation,Widow,70792.0,0,0,82,0,3,4,10,3,344,45,654,104,11,114,2,0,0,0,0,0,0
10676,2012-11-02,1982-01-01,Graduation,Married,63211.0,0,0,3,0,3,8,7,2,145,193,459,205,26,145,2,0,0,0,0,0,1
2495,2014-06-20,1974-01-01,Master,Married,83891.0,0,1,24,0,4,7,10,1,217,38,350,111,85,15,1,0,0,0,0,0,0
7842,2013-03-31,1968-01-01,Graduation,Single,36065.0,1,1,54,0,3,0,3,8,18,7,34,10,2,3,3,0,0,0,0,0,0
9955,2013-02-12,1954-01-01,Graduation,Together,39898.0,0,1,20,0,3,0,4,7,69,8,26,12,7,12,2,0,0,0,0,0,0
6663,2013-07-08,1940-01-01,PhD,Single,51141.0,0,0,96,0,3,1,4,5,144,0,7,0,0,6,1,0,0,0,0,0,0
2162,2013-09-18,1976-01-01,Graduation,Married,56939.0,0,1,19,0,3,3,10,3,256,34,103,90,29,49,2,0,0,0,0,0,0
3434,2014-05-12,1951-01-01,Graduation,Single,80872.0,0,0,60,0,4,4,10,1,483,72,567,94,12,108,1,0,0,0,0,0,0
7919,2012-08-13,1976-01-01,PhD,Together,72335.0,0,0,2,0,10,4,8,8,1285,105,653,28,21,0,1,0,0,0,0,0,1
5626,2013-11-23,1964-01-01,PhD,Single,61798.0,0,0,13,0,4,2,9,4,338,4,89,11,8,13,1,0,0,0,0,0,0
6428,2014-05-03,1950-01-01,PhD,Widow,76842.0,0,0,37,0,1,8,7,0,605,10,345,84,54,32,1,0,0,0,0,0,0
8514,2014-01-17,1976-01-01,Graduation,Together,29478.0,1,0,59,0,1,0,3,6,8,0,7,3,1,1,1,0,0,0,0,0,0
10448,2012-10-22,1956-01-01,Graduation,Single,46998.0,0,1,55,0,5,3,5,7,172,41,86,45,6,27,5,0,0,1,0,0,0
2109,2013-04-23,1990-01-01,Graduation,Single,96843.0,0,0,60,0,6,11,10,2,448,71,951,40,17,17,1,0,0,0,0,1,1
7530,2014-05-07,1950-01-01,PhD,Widow,56551.0,1,1,48,0,2,1,4,4,67,4,32,17,2,16,3,0,0,0,0,0,0
8925,2013-07-03,1965-01-01,Master,Married,70053.0,0,1,38,0,8,5,10,5,512,53,98,81,179,89,3,0,0,0,0,0,0
3009,2013-07-09,1962-01-01,PhD,Widow,71670.0,0,0,8,0,5,3,6,6,1462,16,128,0,0,160,1,0,1,0,1,1,1
6355,2014-06-17,1978-01-01,Graduation,Married,44359.0,1,1,19,0,2,0,4,3,20,0,14,7,3,1,3,0,0,0,0,0,0
